x1,x2,x3,y1,y2,y3
-0.13338104,-2.3441713,-1.0560246,-0.05180826,-0.91053,-0.4101842
0.5133046,1.5217321,-0.80542916,0.28570467,0.84699416,-0.44830084
-0.9600886,0.41318917,1.2948477,-0.57695234,0.24830048,0.77812135
2.2015972,0.45481974,-1.0005765,0.8947036,0.18483348,-0.4066227
0.6976272,-1.0542462,-0.75344783,0.47403893,-0.7163622,-0.51196915
1.1962982,0.86268985,0.059531193,0.8104386,0.5844338,0.040329725
0.24612205,1.5244986,1.3241447,0.12099117,0.74942845,0.6509365
2.9917934,-0.5995771,-1.0707353,0.92519295,-0.18541539,-0.33111805
0.493871,-0.39631972,-1.0237477,0.4102738,-0.32923496,-0.8504586
-0.2537158,-0.85542846,1.0099262,-0.1882695,-0.6347696,0.74941444
0.16883191,-0.50101304,-1.2092,0.12792929,-0.37963346,-0.91624916
0.7834286,1.0289758,-0.4231985,0.5757317,0.75618124,-0.31100318
-0.9324153,-1.8710204,0.49089637,-0.43421754,-0.8713176,0.22860609
0.6582106,0.37465665,-0.5323187,0.7110196,0.40471578,-0.5750273
-2.0879157,1.111807,-0.0073366817,-0.8826553,0.47001052,-0.0031015435
1.3489784,-0.119921744,-1.5629524,0.65228623,-0.057987068,-0.75575143
0.571307,1.1999733,2.3598795,0.21093996,0.4430583,0.8713229
0.5104979,-0.87768406,-1.2799244,0.31246975,-0.53722006,-0.7834266
-2.5585685,0.37300405,0.54733455,-0.9680872,0.14113379,0.20709532
-0.031176567,0.5106236,1.7771568,-0.01685837,0.2761138,0.9609771
-0.12081358,-1.7237517,-1.5536213,-0.05199155,-0.74180835,-0.6685935
0.035911474,-0.57996655,-1.240102,0.026222508,-0.42349076,-0.9055208
0.5980701,-3.086748,0.93734664,0.1822883,-0.9408229,0.28569785
-0.8712641,-0.49290162,-0.06820305,-0.8683579,-0.4912575,-0.06797554
2.3696532,-0.38858807,-0.4305352,0.9713312,-0.15928394,-0.17647825
0.60504633,0.6456294,0.13849741,0.67557627,0.7208901,0.15464199
0.5014439,0.4582692,-0.72523695,0.50462675,0.46117797,-0.7298402
1.789267,-0.3887857,0.61515075,0.9263181,-0.20127752,0.31846857
-0.8805371,2.0395353,0.3649446,-0.39112836,0.9059472,0.16210583
0.16006637,-0.6262257,-1.421376,0.10251213,-0.40105698,-0.9102992
-2.048469,-0.4646248,-0.0038070008,-0.97522753,-0.22119685,-0.0018124229
-1.4394215,1.0102756,-0.6418645,-0.76890016,0.53966194,-0.3428667
-1.1563474,0.29985797,-0.2751033,-0.9432938,0.24461003,-0.22441633
0.8484341,-0.20143613,1.8311602,0.4183203,-0.09931805,0.90285325
0.79812056,-0.35065454,-1.1448208,0.5546558,-0.24368823,-0.795596
-1.2451973,0.7933184,0.051497128,-0.8428666,0.5369925,0.034858096
1.8955438,-0.09958852,-0.9137211,0.8997991,-0.047273852,-0.4337359
-1.4104146,0.48969194,-0.45998102,-0.90280515,0.31345138,-0.29443344
-1.040387,-1.6149932,0.16128442,-0.5396607,-0.83771557,0.08366008
0.14539607,-0.12769255,0.38282287,0.3389575,-0.2976858,0.89246345
1.1232373,0.601224,-1.1659534,0.6503924,0.34812906,-0.6751265
-0.2822515,-0.63884485,0.3637735,-0.35842514,-0.8112554,0.4619482
1.1391611,0.11789997,-1.0250851,0.74115586,0.07670755,-0.6669362
-2.1833563,0.64424056,0.24357748,-0.9536744,0.28139967,0.1063929
-0.6776917,-2.0032294,0.95090914,-0.29227084,-0.86394083,0.41010243
1.953145,1.3189043,1.0710464,0.75448555,0.509483,0.41373733
-0.3878208,-2.2545512,-0.36176988,-0.16744618,-0.9734289,-0.1561984
2.097937,-2.4923215,-0.8303415,0.6240303,-0.74133974,-0.24698466
0.5627075,-1.4127588,-2.6315577,0.185141,-0.46482334,-0.8658303
0.89643764,0.7117092,-0.88428724,0.61976844,0.49205306,-0.611368
-0.05528739,1.7740512,1.55115,-0.02345471,0.75261027,0.6580483
0.61950284,0.5709256,1.6382428,0.33629027,0.30992064,0.889302
0.028232329,0.9721961,1.7538216,0.014077762,0.48477566,0.8745252
-1.1452136,-0.81105316,0.77779776,-0.713769,-0.50549924,0.4847724
-0.24880694,1.3086498,-0.21980488,-0.18428712,0.96929485,-0.16280578
1.0486512,-1.09025,0.032000735,0.6930684,-0.7205616,0.021149738
0.31960225,-1.0487736,1.3335123,0.18513046,-0.60750496,0.77244055
-2.5047898,1.8824918,0.9341818,-0.7660788,0.5757517,0.28571534
-0.54844844,-0.9548827,-0.79257774,-0.40423632,-0.70380044,-0.5841729
-0.63746136,1.0983735,1.2271079,-0.36097386,0.62197363,0.6948717
-0.7267201,0.528957,-0.017270425,-0.80835754,0.58837837,-0.01921053
-0.13365738,-0.21357177,1.122115,-0.116218574,-0.18570621,0.9757082
2.3929753,1.9998631,-2.0099714,0.64496773,0.539014,-0.54173845
-0.42016065,0.698807,2.025347,-0.19244096,0.3200659,0.9276445
1.4529623,-0.34985238,-0.2958907,0.9537012,-0.2296375,-0.19421792
0.011465998,-0.21161644,-0.3970459,0.02547632,-0.4701909,-0.88219696
-0.59839594,-1.127961,0.54686147,-0.4307983,-0.8120437,0.3936975
-0.6620824,-1.3215929,-2.0521479,-0.2617873,-0.5225577,-0.81141907
-0.6521256,0.79963577,-1.5255356,-0.3540845,0.43417805,-0.8283197
0.46827427,0.8326574,0.61148834,0.4128502,0.7341056,0.5391137
0.52706844,1.2580422,-2.5165477,0.18413347,0.4395021,-0.879166
3.0584183,0.65539896,0.45462778,0.9676332,0.20735744,0.14383674
0.5010318,-1.2408808,-0.6905915,0.33271253,-0.82401276,-0.45859054
-0.96702117,2.2535505,2.0497348,-0.3025632,0.70509464,0.64132446
-1.3952216,0.16898215,0.9913915,-0.8112226,0.09825116,0.576424
1.5509075,0.013564548,0.867683,0.8726785,0.0076326216,0.48823562
0.74801075,-0.16358241,1.1284549,0.5485138,-0.11995445,0.8274923
1.3922356,-0.08933861,-1.3636321,0.713658,-0.04579484,-0.6989958
-0.33562115,-0.123195186,1.1399844,-0.28091767,-0.10311539,0.9541763
0.05230072,-0.36226285,-0.011252592,0.14282334,-0.9892711,-0.030728694
-0.565953,1.1089844,-0.5754516,-0.41262174,0.8085319,-0.4195469
-0.10155935,-0.19516446,1.6786745,-0.05998673,-0.115275234,0.99152064
-2.255794,0.26831502,0.6638642,-0.953135,0.11337047,0.28050086
-0.30088136,2.4606867,0.40518147,-0.11978201,0.97960865,0.16130428
0.9279598,-0.1964256,-0.7789345,0.7560569,-0.16003811,-0.63463825
-0.8183926,-0.92767525,1.1431224,-0.48587677,-0.5507575,0.6786677
-0.91692823,0.025488025,0.011895127,-0.99952984,0.027784117,0.012966701
-0.8563547,0.86959803,-1.8677005,-0.38382462,0.38976038,-0.8371174
0.6539163,0.5202256,-0.34294227,0.72396386,0.5759522,-0.37967825
0.3586358,-0.7773396,0.0823069,0.41700405,-0.90385216,0.0957024
-0.33087084,0.48587248,-0.30009577,-0.50131655,0.7361661,-0.45468792
0.8981345,-0.21605833,-0.39654502,0.8934231,-0.21492493,-0.39446482
0.678636,-0.33330476,-1.6504356,0.37382746,-0.18360132,-0.9091444
0.86350846,-1.9013916,-1.1637532,0.36120075,-0.79534143,-0.48679143
-0.11420125,-0.6140031,-0.38440236,-0.15572475,-0.8372543,-0.5241708
0.4631017,0.22630732,-0.24334829,0.8124634,0.39703247,-0.42692906
-0.10222628,-0.6972356,1.2578382,-0.07090257,-0.48359185,0.8724172
0.37368107,1.7025334,0.63407886,0.20146614,0.91790265,0.34185684
0.07651559,-0.32284164,1.5257014,0.04900572,-0.20676947,0.9771616
-1.2973206,-0.96294117,-1.4836279,-0.5914383,-0.43899733,-0.6763743
0.978848,0.18170764,0.47787294,0.88638043,0.1645425,0.43273035
1.7827233,-0.46018517,-0.7237302,0.9011405,-0.23261686,-0.365835
-0.028905923,0.34016985,0.17639942,-0.07522183,0.8852233,0.4590439
0.8478415,1.101237,1.6682739,0.39047015,0.5071705,0.76831716
-0.6065483,-0.4865475,1.2183278,-0.4196635,-0.3366364,0.84294635
0.7475317,0.2113666,-0.2869843,0.9026479,0.2552261,-0.34653482
-0.11172875,-0.62532234,-0.3419739,-0.15487179,-0.8667849,-0.474024
0.1236336,1.4501303,-3.5949366,0.031877745,0.3739023,-0.9269201
-0.7320144,-0.57508874,-0.8801203,-0.57140106,-0.4489069,-0.6870106
0.5337594,0.30002585,-0.28260535,0.7914886,0.44489527,-0.41906318
0.6913767,-0.044312015,1.3916712,0.4447358,-0.0285042,0.89520806
1.4051238,-0.09827699,0.6267925,0.9114002,-0.06374504,0.40655407
-1.0368184,1.1175843,-1.0604416,-0.55832374,0.60181594,-0.57104474
0.19478345,0.2543178,1.0117819,0.18353589,0.23963249,0.95335764
0.93650424,-0.30343282,-0.46452606,0.860339,-0.27875483,-0.42674646
-0.45752332,-1.4325941,0.08470986,-0.30374724,-0.9510914,0.056238417
-0.17969018,-0.35584393,0.15335318,-0.42070282,-0.8331259,0.35904086
-1.165396,0.2241356,0.31102228,-0.9499222,0.18269445,0.25351638
-0.90319043,-2.242463,-0.49984342,-0.36586398,-0.908376,-0.20247635
-0.53683245,0.2267803,1.6032254,-0.31469947,0.13294211,0.9398354
0.43669963,-0.2716461,-2.0345936,0.20809217,-0.12944235,-0.9695062
0.20248893,-0.123282626,-0.5478326,0.33921933,-0.20652907,-0.9177559
0.35091722,0.39997435,-0.35325208,0.5494432,0.6262536,-0.553099
-1.3676164,-0.7312924,1.7624968,-0.5825418,-0.311497,0.75074273
2.2916923,-1.3604801,-1.3569388,0.76628333,-0.45490977,-0.45372567
1.3576357,-0.6576305,0.65218014,0.82607913,-0.4001477,0.39683133
-0.15911928,-1.015364,0.4869804,-0.13991065,-0.892791,0.42819294
0.43877527,-0.40127692,0.268358,0.6726053,-0.6151235,0.41137004
-1.2912046,-1.5274506,-0.77959645,-0.60149884,-0.71155244,-0.3631697
0.11646009,-1.3564963,-0.27490857,0.083846755,-0.97662485,-0.19792353
0.13079564,-0.17888168,0.5322505,0.22686362,-0.31026834,0.9231828
0.8871829,0.4371277,-0.5546229,0.78240156,0.38550046,-0.48911878
-0.8292068,0.6056834,-1.8281615,-0.3954612,0.28885952,-0.8718777
-0.11060889,-0.023761412,-2.5078087,-0.04406098,-0.009465343,-0.998984
1.6514238,-0.03608443,-1.6855052,0.6997665,-0.0152902445,-0.71420795
-1.0397348,1.2147195,1.1588279,-0.5265257,0.6151386,0.58683485
-1.4336561,-2.8921764,-2.3136237,-0.36098492,-0.7282305,-0.5825548
0.42888415,0.95888823,-0.79854673,0.3250349,0.7267047,-0.605188
-0.6661537,0.58326197,-1.423846,-0.39730263,0.34786493,-0.8492
-0.4035259,0.21034417,0.9710209,-0.3762965,0.1961504,0.9054976
-0.20631923,0.110964455,0.07516604,-0.8385945,0.4510204,0.305516
0.24172808,-0.17321785,0.8829605,0.25944972,-0.18591684,0.94769233
0.17411266,0.1273223,2.482963,0.069859825,0.051085968,0.9962479
-0.33242726,-0.19776665,-1.1747848,-0.26877448,-0.1598985,-0.94983834
1.8696195,0.41937688,-0.7094226,0.9150483,0.20525572,-0.34721285
0.4891818,-1.0109639,-0.47205505,0.40153793,-0.8298354,-0.3874797
-0.6275034,-0.7381655,1.2941173,-0.38816297,-0.45661667,0.80051905
-2.1395378,-0.49356854,-0.16345333,-0.97171956,-0.22416534,-0.07423603
0.59711754,1.0748827,0.0491809,0.48523042,0.8734726,0.039965443
0.9666149,-0.9627239,1.435298,0.48813567,-0.48617074,0.7248183
0.45823735,0.5009805,0.029157868,0.6743066,0.7372041,0.042906456
-0.859209,-0.11368272,-1.1511352,-0.59628826,-0.078895435,-0.7988841
-0.7158572,-0.31725845,1.8327531,-0.35918397,-0.15918559,0.91959053
0.27325657,0.97491306,-0.096017435,0.26868173,0.9585911,-0.09440991
-0.33638597,0.9452079,0.5383107,-0.29544485,0.83016783,0.47279358
0.7304352,1.7257631,1.6087908,0.29574454,0.69874096,0.65138024
0.8797819,0.16394058,2.0407572,0.3948116,0.0735701,0.9158118
-0.7595986,-0.790938,-0.55450076,-0.61814356,-0.64364684,-0.4512397
1.7857928,0.5558564,0.58267903,0.91159976,0.2837499,0.29744214
0.38189867,1.1959425,2.7170591,0.12759382,0.399569,0.90777993
0.7008331,-1.1490331,-1.9007521,0.3009142,-0.4933562,-0.8161191
-0.925033,0.71959925,-0.4747138,-0.7315629,0.5690955,-0.37542772
0.6783399,0.42643058,-0.39795023,0.75824004,0.4766589,-0.44482392
1.5659791,1.059082,-0.25615555,0.8208456,0.5551433,-0.13427009
-0.2086561,-2.054184,-0.63679266,-0.096567824,-0.95069385,-0.29471308
-0.48813483,-0.27493593,1.0394752,-0.41338065,-0.23283155,0.88028735
0.328028,1.1480875,1.6595265,0.16044882,0.56156576,0.8117266
-0.028672334,-0.42359567,-0.98200387,-0.026800236,-0.39593792,-0.9178861
0.3932234,0.39580318,1.1318551,0.31161323,0.31365758,0.89694816
-1.0497818,0.7961003,-1.4440701,-0.53703386,0.40725875,-0.7387388
0.55215436,-1.7506255,0.28398758,0.29726073,-0.942476,0.15288906
0.8656516,0.5697397,0.21137708,0.8184623,0.53868145,0.19985427
0.17145985,-0.2145602,-1.136006,0.14670536,-0.1835831,-0.9719953
-3.7219768,0.17445475,-2.1900277,-0.8611681,0.040364265,-0.5067151
1.574858,2.6205158,-0.7350425,0.50083727,0.833378,-0.23375866
0.37997186,0.119365804,-1.0611964,0.33522752,0.10530964,-0.9362331
-0.96353406,-0.13298662,-0.53665096,-0.86735296,-0.11971174,-0.48308182
-1.3793812,0.5332065,0.3156664,-0.91218877,0.352611,0.20875111
-0.5905091,0.24189386,-0.24728599,-0.86284906,0.3534541,-0.3613331
0.63503873,1.6066058,0.75457907,0.33686113,0.8522363,0.40027222
0.85584766,1.1663277,-0.19607367,0.58624643,0.79892194,-0.13430835
0.04558754,1.245904,-0.67097163,0.03219859,0.87998503,-0.4739089
0.83025914,5.3693084e-06,-0.85177577,0.69800436,4.514013e-06,-0.71609354
-0.963714,0.8476789,0.17492582,-0.74398595,0.654407,0.1350425
-1.2769083,1.0115272,0.010260541,-0.7838386,0.62093264,0.006298501
-0.16160211,1.5560272,2.5552125,-0.053937998,0.5193558,0.85285425
-1.2649256,-0.059275635,0.82861036,-0.83585984,-0.0391692,0.54754376
-0.5601897,0.6302213,1.0763258,-0.4097095,0.46092895,0.7871992
0.31939122,-0.9509319,1.2067786,0.20352902,-0.6059723,0.76900816
0.32921007,-0.20182958,-1.1099474,0.28013083,-0.17174046,-0.9444744
-0.7971807,2.123953,-0.07008829,-0.3512257,0.9357815,-0.030879837
-0.35534483,0.69630116,-1.554374,-0.2042352,0.40020058,-0.89337975
-0.75829256,1.1535283,-1.6904044,-0.3474496,0.52854663,-0.77454317
0.73046905,-1.9412562,-0.4757689,0.34326428,-0.91224116,-0.2235748
-0.45176032,-0.2753208,-0.7509504,-0.49179527,-0.2997197,-0.8174995
0.38566372,0.62044513,-0.87971634,0.33726642,0.5425849,-0.7693199
0.7834262,0.5836912,0.16377003,0.7908667,0.58923465,0.1653254
0.38447425,-0.29713178,1.2819973,0.28043464,-0.21672724,0.93508595
-0.06542301,1.6096097,-0.6503366,-0.037658803,0.9265238,-0.37434685
1.8177471,-0.42024025,-0.09271951,0.97310096,-0.22496869,-0.04963586
-2.2543921,0.14379352,-0.6936219,-0.9540123,0.060850456,-0.29352647
0.7667169,0.55207044,-1.176396,0.50815594,0.365895,-0.7796784
0.33930072,1.0346705,-0.7212871,0.2597796,0.7921772,-0.5522407
-0.5957818,-0.3802441,-1.0054841,-0.4847537,-0.30938295,-0.8181051
1.796891,-0.02546445,0.0023067466,0.9998988,-0.014169959,0.0012836133
1.1119858,-0.1547224,0.9629652,0.75179607,-0.10460538,0.6510456
0.04624504,-0.67114335,0.121186845,0.06765293,-0.98183113,0.17728703
-0.6683831,0.119937465,-0.60613847,-0.73429865,0.13176562,-0.6659154
0.6126191,-0.37525487,-0.30828106,0.78363645,-0.48001015,-0.3943401
-1.1673795,-0.9972681,-0.29042718,-0.74708307,-0.63821757,-0.1858635
1.5847003,1.1899216,-1.1422472,0.6928141,0.52022105,-0.4993783
-0.6282728,0.009350151,-0.13417779,-0.9778428,0.014552561,-0.20883411
-0.36897328,-0.13167952,0.63236696,-0.49600676,-0.17701535,0.850084
-0.5888328,0.5961298,-0.05712979,-0.7011113,0.7097997,-0.06802329
-1.1306125,-0.15903017,1.0554354,-0.72715807,-0.10228091,0.6788076
0.52615124,1.8768846,0.2117652,0.2683476,0.9572485,0.108004466
1.8934957,0.8156923,1.1707703,0.79862463,0.3440367,0.49379885
1.3561988,-1.0227458,0.012076767,0.7983955,-0.60209143,0.0071096043
0.58712494,0.04863314,0.5274149,0.74251395,0.061504427,0.667001
0.81804365,1.3089697,-0.14175141,0.5277492,0.8444631,-0.091448896
0.2861835,0.6186914,-0.21674146,0.4000877,0.86493737,-0.30300695
0.91172504,0.27917498,0.9092597,0.6919859,0.2118897,0.6901147
0.036210883,-0.24884163,0.7500393,0.04577454,-0.3145632,0.9481322
-1.7944599,-1.5265836,1.9444205,-0.5874384,-0.4997458,0.6365298
0.75848645,-1.0789591,0.76290816,0.49781165,-0.708145,0.5007137
1.9263837,0.47388154,-0.6530971,0.9223533,0.22689468,-0.31270316
0.44658154,1.6312423,-1.945463,0.17323926,0.6327964,-0.7546899
0.22838527,-0.3878846,-1.1469113,0.1853657,-0.3148211,-0.93087447
0.53370255,0.3430575,0.12745398,0.8247281,0.5301252,0.19695404
1.1804852,-0.022030005,0.3126955,0.9665047,-0.018036738,0.25601476
-1.3756508,1.5833169,-2.4133532,-0.43023592,0.4951837,-0.75477827
-1.8139429,-1.6343701,-0.94914603,-0.6924439,-0.6238948,-0.36232144
0.7196915,-0.5084515,-0.063318044,0.81463534,-0.57552797,-0.07167115
0.3166589,-0.4942177,1.5421488,0.19190578,-0.2995123,0.93459326
1.2047886,1.0178925,1.4556414,0.5613383,0.4742592,0.67821634
0.15882808,-0.20018315,0.6462956,0.22853608,-0.28804147,0.9299481
0.46088088,0.5097455,1.5632252,0.26989853,0.29851437,0.91544735
0.369996,1.0298629,0.86869293,0.26481423,0.73709536,0.62174255
1.3099617,0.9699462,-0.17268997,0.7992004,0.59175885,-0.10535721
-0.2108474,-0.6536109,-0.30812672,-0.2801094,-0.86831784,-0.40934438
1.2898704,0.4096317,-1.4187233,0.6578626,0.20892128,-0.7235805
0.17508665,0.1283562,1.1609141,0.14824803,0.108680785,0.9829603
-0.18060297,0.45491514,-1.7215854,-0.10090619,0.25416943,-0.96188134
0.28196222,0.36396995,-0.16837509,0.5751613,0.74244493,-0.34346032
-0.047509316,0.14066026,-0.2804106,-0.14973497,0.44331852,-0.8837692
-0.76188517,-0.28452793,0.11330822,-0.9278431,-0.34650534,0.13798963
0.9965565,-0.33362132,-0.9736271,0.69562197,-0.23287623,-0.67961663
-1.0634849,-0.4183783,-0.2781706,-0.904179,-0.35570684,-0.23650171
0.24082597,0.29839608,1.5764619,0.14843562,0.18391956,0.97166884
-0.5396963,-0.763745,2.366921,-0.21206357,-0.3000993,0.9300373
0.1965394,-0.20841631,0.23810822,0.52761424,-0.5594981,0.6392066
2.2523553,-0.57393545,-0.38673347,0.9558934,-0.24357663,-0.16412862
0.12894206,0.35116932,-1.133342,0.10803813,0.29423818,-0.949606
-1.5229002,-0.05933624,-1.5128499,-0.709173,-0.027631266,-0.70449287
-0.2626872,-0.1634556,1.0056076,-0.24967279,-0.15535745,0.95578635
0.09272382,-1.2654036,0.87476254,0.06016648,-0.821093,0.5676145
1.0996712,0.6959742,-1.4178622,0.57138383,0.3616248,-0.7367143
0.8736299,-0.9249307,1.0175399,0.5362506,-0.56773996,0.6245852
1.4188448,0.14430326,0.051425412,0.9942217,0.101117074,0.03603513
0.35920298,-0.57729965,-0.9009619,0.31823608,-0.511459,-0.7982077
-0.2158934,0.71785206,0.78330123,-0.19912753,0.662105,0.72247154
0.71669704,0.0751228,-0.061041392,0.9910025,0.103874974,-0.0844041
